element,A,sigma,k_memory,damage_threshold,first_damage,first_nonreturn,delta_damage_minus_nonreturn,regime,max_r,final_damage,r_core,r_boundary,config
O,3.366666666666667,0.8555555555555555,0.0,0.1,2.91,3.42,-0.5099999999999998,damage-before-nonreturn,3.858319698019325,3.8329261338753264,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.366666666666667,1.0166666666666666,0.0,0.1,2.73,3.23,-0.5,damage-before-nonreturn,4.269415532317477,5.506147770102067,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.366666666666667,1.1777777777777778,0.0,0.1,2.56,3.0700000000000003,-0.5100000000000002,damage-before-nonreturn,4.635109298933108,7.311771184526014,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.366666666666667,1.3388888888888888,0.0,0.1,2.38,2.92,-0.54,damage-before-nonreturn,4.96124605555788,9.207278455999893,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.366666666666667,1.5,0.0,0.1,2.21,2.7800000000000002,-0.5700000000000003,damage-before-nonreturn,5.2520287500555325,11.154158964647072,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.05,0.0,0.1,,,,no-transition,0.4923331613636038,0.0,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.21111111111111108,0.0,0.1,,,,no-transition,1.6989480525389804,0.0,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.3722222222222222,0.0,0.1,3.3200000000000003,,,damage-only,2.62146983789458,0.6073553404588874,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.5333333333333333,0.0,0.1,3.13,,,damage-only,3.384681142449646,1.987814119355313,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.6944444444444444,0.0,0.1,2.95,3.31,-0.3599999999999999,damage-before-nonreturn,4.040366973253712,3.804483891989128,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,0.8555555555555555,0.0,0.1,2.77,3.12,-0.3500000000000001,damage-before-nonreturn,4.616809594930767,5.9292594501454685,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,1.0166666666666666,0.0,0.1,2.58,2.96,-0.3799999999999999,damage-before-nonreturn,5.130939082936252,8.286834616489108,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,1.1777777777777778,0.0,0.1,2.39,2.8000000000000003,-0.41000000000000014,damage-before-nonreturn,5.5927598790924336,10.818772441456213,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,1.3388888888888888,0.0,0.1,2.2,2.64,-0.43999999999999995,damage-before-nonreturn,6.008282558669851,13.470710564591577,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,3.911111111111112,1.5,0.0,0.1,2.0100000000000002,2.49,-0.48,damage-before-nonreturn,6.381676188161644,16.191204460424625,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.05,0.0,0.1,,,,no-transition,0.5615204352750554,0.0,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.21111111111111108,0.0,0.1,,,,no-transition,1.949452511841542,0.026036015368980606,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.3722222222222222,0.0,0.1,3.22,,,damage-only,3.025185296286929,1.1149966427712057,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.5333333333333333,0.0,0.1,3.0300000000000002,3.31,-0.2799999999999998,damage-before-nonreturn,3.925907544012378,3.0443652326277353,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.6944444444444444,0.0,0.1,2.85,3.11,-0.2599999999999998,damage-before-nonreturn,4.708098340834972,5.49302208170777,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,0.8555555555555555,0.0,0.1,2.65,2.94,-0.29000000000000004,damage-before-nonreturn,5.40256254382649,8.321364713908048,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,1.0166666666666666,0.0,0.1,2.46,2.77,-0.31000000000000005,damage-before-nonreturn,6.027539999648516,11.444129479239423,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,1.1777777777777778,0.0,0.1,2.25,2.6,-0.3500000000000001,damage-before-nonreturn,6.593630479363517,14.791681744275342,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,1.3388888888888888,0.0,0.1,2.05,2.44,-0.3900000000000001,damage-before-nonreturn,7.106749124394763,18.295884990234857,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,4.455555555555556,1.5,0.0,0.1,1.86,2.2800000000000002,-0.42000000000000015,damage-before-nonreturn,7.5709935752975035,21.89028705616986,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.05,0.0,0.1,,,,no-transition,0.6308311415938965,0.0,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.21111111111111108,0.0,0.1,3.47,,,damage-only,2.2024772435831768,0.14345218419422975,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.3722222222222222,0.0,0.1,3.14,,,damage-only,3.435551506509969,1.7210064884922966,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.5333333333333333,0.0,0.1,2.96,3.16,-0.20000000000000018,damage-before-nonreturn,4.479141173947077,4.24686990395629,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.6944444444444444,0.0,0.1,2.77,2.98,-0.20999999999999996,damage-before-nonreturn,5.393920171690559,7.387176351225033,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
O,5.0,0.8555555555555555,0.0,0.1,2.56,2.81,-0.25,damage-before-nonreturn,6.213055883003316,10.989356795989709,1.8281943454140903,3.4663242049803253,"k=0.0,th=0.1"
