element,A,sigma,k_memory,damage_threshold,first_damage,first_nonreturn,delta_damage_minus_nonreturn,regime,max_r,final_damage,r_core,r_boundary,config
Co,4.455555555555556,0.5333333333333333,0.0,0.1,2.63,2.5100000000000002,0.11999999999999966,nonreturn-before-damage,4.650015421789703,12.172919501877459,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,0.6944444444444444,0.0,0.1,2.38,2.2600000000000002,0.11999999999999966,nonreturn-before-damage,5.79396479055969,19.072468211477275,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,0.8555555555555555,0.0,0.1,2.11,1.99,0.11999999999999988,nonreturn-before-damage,6.880243429711669,26.818627363424525,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,1.0166666666666666,0.0,0.1,1.84,1.72,0.1200000000000001,nonreturn-before-damage,7.9181811582597295,34.92501419171641,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,1.1777777777777778,0.0,0.1,1.56,1.46,0.10000000000000009,nonreturn-before-damage,8.909370698597701,43.17562631099736,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,1.3388888888888888,0.0,0.1,1.31,1.21,0.10000000000000009,nonreturn-before-damage,9.850052600205931,51.36046342086751,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,4.455555555555556,1.5,0.0,0.1,1.1,0.99,0.1100000000000001,nonreturn-before-damage,10.735570646734004,59.288583725464385,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.05,0.0,0.1,,,,no-transition,0.6406394272016543,0.0020070004434492726,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.21111111111111108,0.0,0.1,3.0500000000000003,2.93,0.1200000000000001,nonreturn-before-damage,2.3783117276715653,2.741511224719069,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.3722222222222222,0.0,0.1,2.83,2.71,0.1200000000000001,nonreturn-before-damage,3.9039581048073804,8.079259983132323,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.5333333333333333,0.0,0.1,2.59,2.46,0.1299999999999999,nonreturn-before-damage,5.3138298254172645,15.158781303296475,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.6944444444444444,0.0,0.1,2.33,2.2,0.1299999999999999,nonreturn-before-damage,6.643986428367294,23.6532458934356,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,0.8555555555555555,0.0,0.1,2.05,1.93,0.11999999999999988,nonreturn-before-damage,7.913399272699586,32.898560707520915,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,1.0166666666666666,0.0,0.1,1.77,1.6500000000000001,0.11999999999999988,nonreturn-before-damage,9.131347695326557,42.506031850481854,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,1.1777777777777778,0.0,0.1,1.49,1.3800000000000001,0.10999999999999988,nonreturn-before-damage,10.29845964491978,52.232440225579154,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,1.3388888888888888,0.0,0.1,1.23,1.1300000000000001,0.09999999999999987,nonreturn-before-damage,11.409251223119337,61.83666307336142,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Co,5.0,1.5,0.0,0.1,1.02,0.91,0.10999999999999999,nonreturn-before-damage,12.457236988996947,71.100927211609,0.6144992710615976,0.9831917498540677,"k=0.0,th=0.1"
Ag,0.1,0.05,0.0,0.1,,,,no-transition,0.012449906262061515,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,0.21111111111111108,0.0,0.1,,,,no-transition,0.040261986086748,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,0.3722222222222222,0.0,0.1,,,,no-transition,0.058162174799131286,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,0.5333333333333333,0.0,0.1,,,,no-transition,0.07068463993156776,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,0.6944444444444444,0.0,0.1,,,,no-transition,0.07987223346597495,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,0.8555555555555555,0.0,0.1,,,,no-transition,0.0868386879153307,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,1.0166666666666666,0.0,0.1,,,,no-transition,0.09224843744531619,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,1.1777777777777778,0.0,0.1,,,,no-transition,0.09652013804824647,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,1.3388888888888888,0.0,0.1,,,,no-transition,0.09993385772808253,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.1,1.5,0.0,0.1,,,,no-transition,0.10268857558163881,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.05,0.0,0.1,,,,no-transition,0.08055622828568572,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.21111111111111108,0.0,0.1,,,,no-transition,0.26715591761871077,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.3722222222222222,0.0,0.1,,,,no-transition,0.3963395992303124,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.5333333333333333,0.0,0.1,,,,no-transition,0.49361403477377824,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.6944444444444444,0.0,0.1,,,,no-transition,0.5702104996498996,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,0.8555555555555555,0.0,0.1,,,,no-transition,0.6322853179005028,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,1.0166666666666666,0.0,0.1,,,,no-transition,0.6836036778753016,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,1.1777777777777778,0.0,0.1,,,,no-transition,0.7265559014835701,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,1.3388888888888888,0.0,0.1,,,,no-transition,0.7627637521501931,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,0.6444444444444445,1.5,0.0,0.1,,,,no-transition,0.7934382616176033,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.05,0.0,0.1,,,,no-transition,0.14906503472516042,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.21111111111111108,0.0,0.1,,,,no-transition,0.5032734781240511,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.3722222222222222,0.0,0.1,,,,no-transition,0.7602897861105326,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.5333333333333333,0.0,0.1,,,,no-transition,0.9629000897592452,0.0003654520478925927,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.6944444444444444,0.0,0.1,4.01,,,damage-only,1.1294052330717579,0.12774772845690577,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,0.8555555555555555,0.0,0.1,3.65,3.86,-0.20999999999999996,damage-before-nonreturn,1.2699292905156578,0.3541195386074735,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,1.0166666666666666,0.0,0.1,3.47,3.44,0.03000000000000025,nonreturn-before-damage,1.3905747579808114,0.6384748780427273,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,1.1777777777777778,0.0,0.1,3.31,3.2600000000000002,0.04999999999999982,nonreturn-before-damage,1.4951787210830654,0.9619018714497576,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,1.3388888888888888,0.0,0.1,3.16,3.11,0.050000000000000266,nonreturn-before-damage,1.5863042850399005,1.311256659661938,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.188888888888889,1.5,0.0,0.1,3.02,2.97,0.04999999999999982,nonreturn-before-damage,1.665836315921383,1.676280628926019,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.05,0.0,0.1,,,,no-transition,0.21789315413763186,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.21111111111111108,0.0,0.1,,,,no-transition,0.7463363598994107,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.3722222222222222,0.0,0.1,,,,no-transition,1.1436052772577934,0.09543041741348078,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.5333333333333333,0.0,0.1,3.41,3.2600000000000002,0.1499999999999999,nonreturn-before-damage,1.4672008927163132,0.5270420194603753,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.6944444444444444,0.0,0.1,3.22,3.0700000000000003,0.1499999999999999,nonreturn-before-damage,1.7413531982410526,1.1477036949571418,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,0.8555555555555555,0.0,0.1,3.0500000000000003,2.9,0.15000000000000036,nonreturn-before-damage,1.979304049609376,1.8948375733866585,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,1.0166666666666666,0.0,0.1,2.87,2.74,0.1299999999999999,nonreturn-before-damage,2.1890367450356214,2.7340542708608893,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,1.1777777777777778,0.0,0.1,2.7,2.57,0.13000000000000034,nonreturn-before-damage,2.375390877359228,3.6404765135829322,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,1.3388888888888888,0.0,0.1,2.5300000000000002,2.4,0.13000000000000034,nonreturn-before-damage,2.5413823270473475,4.592464975248583,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,1.7333333333333336,1.5,0.0,0.1,2.36,2.24,0.11999999999999966,nonreturn-before-damage,2.6892238721799724,5.570502548167982,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.05,0.0,0.1,,,,no-transition,0.2869932999316287,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.21111111111111108,0.0,0.1,,,,no-transition,0.9951508889432207,0.005807542472025418,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.3722222222222222,0.0,0.1,3.34,3.17,0.16999999999999993,nonreturn-before-damage,1.5424952789240098,0.5247718851088606,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.5333333333333333,0.0,0.1,3.14,2.99,0.1499999999999999,nonreturn-before-damage,1.9997166370304917,1.4747073313585137,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.6944444444444444,0.0,0.1,2.96,2.81,0.1499999999999999,nonreturn-before-damage,2.39594388216941,2.6874104051096146,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,0.8555555555555555,0.0,0.1,2.7800000000000002,2.62,0.16000000000000014,nonreturn-before-damage,2.747012997498943,4.0910185145766915,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,1.0166666666666666,0.0,0.1,2.58,2.44,0.14000000000000012,nonreturn-before-damage,3.062429002460191,5.641900854706953,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,1.1777777777777778,0.0,0.1,2.39,2.24,0.1499999999999999,nonreturn-before-damage,3.3476418042274103,7.3048077373247375,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,1.3388888888888888,0.0,0.1,2.19,2.05,0.14000000000000012,nonreturn-before-damage,3.6057921764221916,9.045587364794184,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.277777777777778,1.5,0.0,0.1,2.0100000000000002,1.87,0.14000000000000012,nonreturn-before-damage,3.839047440507858,10.831134800978043,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.05,0.0,0.1,,,,no-transition,0.35633225348872266,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.21111111111111108,0.0,0.1,3.5300000000000002,,,damage-only,1.2487425066332623,0.13635227623298185,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.3722222222222222,0.0,0.1,3.18,3.0300000000000002,0.1499999999999999,nonreturn-before-damage,1.9544074976192938,1.1517162097706546,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.5333333333333333,0.0,0.1,3.0,2.84,0.16000000000000014,nonreturn-before-damage,2.5556028530358734,2.70971279739582,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.6944444444444444,0.0,0.1,2.8000000000000003,2.65,0.15000000000000036,nonreturn-before-damage,3.0857569043328676,4.628399019554726,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,0.8555555555555555,0.0,0.1,2.6,2.45,0.1499999999999999,nonreturn-before-damage,3.5629968602994633,6.822795880756755,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,1.0166666666666666,0.0,0.1,2.39,2.24,0.1499999999999999,nonreturn-before-damage,3.9979746658914235,9.238242091808422,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,1.1777777777777778,0.0,0.1,2.18,2.0300000000000002,0.1499999999999999,nonreturn-before-damage,4.396487033650458,11.82678403338587,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,1.3388888888888888,0.0,0.1,1.97,1.82,0.1499999999999999,nonreturn-before-damage,4.761461865325477,14.538244908609244,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,2.8222222222222224,1.5,0.0,0.1,1.77,1.6300000000000001,0.1399999999999999,nonreturn-before-damage,5.0947233214177645,17.32187858977102,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.05,0.0,0.1,,,,no-transition,0.4258846156447693,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.21111111111111108,0.0,0.1,3.31,3.14,0.16999999999999993,nonreturn-before-damage,1.50637336759357,0.36293454133340775,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.3722222222222222,0.0,0.1,3.09,2.94,0.1499999999999999,nonreturn-before-damage,2.377246434884942,1.934273324007365,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.5333333333333333,0.0,0.1,2.9,2.75,0.1499999999999999,nonreturn-before-damage,3.131122162779247,4.189620916825436,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.6944444444444444,0.0,0.1,2.69,2.54,0.1499999999999999,nonreturn-before-damage,3.805212653995355,6.925645437672204,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,0.8555555555555555,0.0,0.1,2.47,2.32,0.15000000000000036,nonreturn-before-damage,4.419525048430489,10.042577714922219,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,1.0166666666666666,0.0,0.1,2.25,2.1,0.1499999999999999,nonreturn-before-damage,4.985698024107198,13.473277017093983,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,1.1777777777777778,0.0,0.1,2.02,1.87,0.1499999999999999,nonreturn-before-damage,5.509630344446633,17.154823601608356,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,1.3388888888888888,0.0,0.1,1.8,1.6500000000000001,0.1499999999999999,nonreturn-before-damage,5.993759126967005,21.017522310432426,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.366666666666667,1.5,0.0,0.1,1.6,1.45,0.15000000000000013,nonreturn-before-damage,6.439289494232641,24.98881329244841,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.05,0.0,0.1,,,,no-transition,0.4956906413736161,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.21111111111111108,0.0,0.1,3.22,3.0700000000000003,0.1499999999999999,nonreturn-before-damage,1.767761661888151,0.6620420568262598,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.3722222222222222,0.0,0.1,3.02,2.88,0.14000000000000012,nonreturn-before-damage,2.8096220092988844,2.851776791999588,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.5333333333333333,0.0,0.1,2.82,2.67,0.1499999999999999,nonreturn-before-damage,3.7234672070771446,5.8916150401410485,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.6944444444444444,0.0,0.1,2.6,2.45,0.1499999999999999,nonreturn-before-damage,4.549873151129698,9.554057167807713,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,0.8555555555555555,0.0,0.1,2.38,2.22,0.1599999999999997,nonreturn-before-damage,5.310449116828464,13.723226898451626,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,1.0166666666666666,0.0,0.1,2.14,1.99,0.15000000000000013,nonreturn-before-damage,6.017633055536433,18.31808658010906,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,1.1777777777777778,0.0,0.1,1.9000000000000001,1.75,0.15000000000000013,nonreturn-before-damage,6.677207254142908,23.258495515986947,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,1.3388888888888888,0.0,0.1,1.67,1.52,0.1499999999999999,nonreturn-before-damage,7.290882795680957,28.45159074592307,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,3.911111111111112,1.5,0.0,0.1,1.46,1.31,0.1499999999999999,nonreturn-before-damage,7.85898430552407,33.69032423570751,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.05,0.0,0.1,,,,no-transition,0.565721518756254,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.21111111111111108,0.0,0.1,3.17,3.02,0.1499999999999999,nonreturn-before-damage,2.0321964550047853,1.022159778305696,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.3722222222222222,0.0,0.1,2.97,2.83,0.14000000000000012,nonreturn-before-damage,3.250253489311769,3.891692995559725,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.5333333333333333,0.0,0.1,2.7600000000000002,2.61,0.15000000000000036,nonreturn-before-damage,4.330393092639404,7.801321149627137,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.6944444444444444,0.0,0.1,2.5300000000000002,2.38,0.15000000000000036,nonreturn-before-damage,5.316232163015822,12.49734055069415,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,0.8555555555555555,0.0,0.1,2.29,2.14,0.1499999999999999,nonreturn-before-damage,6.2308716846923655,17.84650643392036,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,1.0166666666666666,0.0,0.1,2.05,1.9000000000000001,0.1499999999999997,nonreturn-before-damage,7.087399426124937,23.752598885676623,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,1.1777777777777778,0.0,0.1,1.8,1.6500000000000001,0.1499999999999999,nonreturn-before-damage,7.891325553853117,30.114537054335965,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,1.3388888888888888,0.0,0.1,1.56,1.41,0.15000000000000013,nonreturn-before-damage,8.643316581136746,36.64725972976155,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,4.455555555555556,1.5,0.0,0.1,1.35,1.2,0.15000000000000013,nonreturn-before-damage,9.3427037107445,43.09317458643421,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.05,0.0,0.1,,,,no-transition,0.6359314904975694,0.0,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.21111111111111108,0.0,0.1,3.13,2.99,0.13999999999999968,nonreturn-before-damage,2.299604899173505,1.4361350938696797,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.3722222222222222,0.0,0.1,2.93,2.79,0.14000000000000012,nonreturn-before-damage,3.6981313819934027,5.045540288248846,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.5333333333333333,0.0,0.1,2.71,2.57,0.14000000000000012,nonreturn-before-damage,4.9500390063407735,9.908667357872247,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.6944444444444444,0.0,0.1,2.47,2.33,0.14000000000000012,nonreturn-before-damage,6.101442131603392,15.743665909471586,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,0.8555555555555555,0.0,0.1,2.23,2.08,0.1499999999999999,nonreturn-before-damage,7.1769004852861595,22.39882043778081,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,1.0166666666666666,0.0,0.1,1.97,1.82,0.1499999999999999,nonreturn-before-damage,8.18987384811948,29.761434893618564,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,1.1777777777777778,0.0,0.1,1.71,1.56,0.1499999999999999,nonreturn-before-damage,9.145518296849646,37.54988752627811,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,1.3388888888888888,0.0,0.1,1.47,1.32,0.1499999999999999,nonreturn-before-damage,10.043303929150834,45.38689550046467,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Ag,5.0,1.5,0.0,0.1,1.26,1.11,0.1499999999999999,nonreturn-before-damage,10.881361478613199,53.082845785579636,0.9591089700417812,1.2697599662591654,"k=0.0,th=0.1"
Pd,0.1,0.05,0.0,0.1,,,,no-transition,0.012450011258671664,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,0.21111111111111108,0.0,0.1,,,,no-transition,0.04026450961701527,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,0.3722222222222222,0.0,0.1,,,,no-transition,0.05816929547046391,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,0.5333333333333333,0.0,0.1,,,,no-transition,0.07069707651914695,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,0.6944444444444444,0.0,0.1,,,,no-transition,0.07989009816735325,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,0.8555555555555555,0.0,0.1,,,,no-transition,0.08686166074240123,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,1.0166666666666666,0.0,0.1,,,,no-transition,0.0922763389028442,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,1.1777777777777778,0.0,0.1,,,,no-transition,0.09655231764660879,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,1.3388888888888888,0.0,0.1,,,,no-transition,0.09996996289057056,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.1,1.5,0.0,0.1,,,,no-transition,0.10272822552653876,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.05,0.0,0.1,,,,no-transition,0.08055899587320356,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.21111111111111108,0.0,0.1,,,,no-transition,0.26722125296295185,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.3722222222222222,0.0,0.1,,,,no-transition,0.39652009989372305,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.5333333333333333,0.0,0.1,,,,no-transition,0.493938544858357,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.6944444444444444,0.0,0.1,,,,no-transition,0.5706853803172437,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,0.8555555555555555,0.0,0.1,,,,no-transition,0.6329175061332077,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,1.0166666666666666,0.0,0.1,,,,no-transition,0.6843894608894101,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,1.1777777777777778,0.0,0.1,,,,no-transition,0.7274868480505546,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,1.3388888888888888,0.0,0.1,,,,no-transition,0.7638348659815045,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,0.6444444444444445,1.5,0.0,0.1,,,,no-transition,0.7946371027504696,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.05,0.0,0.1,,,,no-transition,0.14907284774446833,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.21111111111111108,0.0,0.1,,,,no-transition,0.5034521527317467,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.3722222222222222,0.0,0.1,,,,no-transition,0.7607868591118478,0.0,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.5333333333333333,0.0,0.1,,,,no-transition,0.9637901881557306,0.002296875530054249,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.6944444444444444,0.0,0.1,3.96,,,damage-only,1.1307309141756996,0.13893975509382908,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,0.8555555555555555,0.0,0.1,3.64,3.48,0.16000000000000014,nonreturn-before-damage,1.2717137379800856,0.372032556944213,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,1.0166666666666666,0.0,0.1,3.45,3.27,0.18000000000000016,nonreturn-before-damage,1.3928171918833305,0.6628987767077623,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,1.1777777777777778,0.0,0.1,3.29,3.11,0.18000000000000016,nonreturn-before-damage,1.4978857144557731,0.9928261732279986,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,1.3388888888888888,0.0,0.1,3.14,2.97,0.16999999999999993,nonreturn-before-damage,1.589454580593262,1.3486842488582533,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
Pd,1.188888888888889,1.5,0.0,0.1,3.0,2.83,0.16999999999999993,nonreturn-before-damage,1.6694064861517792,1.7202020179728597,0.9508920642977472,1.190768980106264,"k=0.0,th=0.1"
