element,A,sigma,k_memory,damage_threshold,first_damage,first_nonreturn,delta_damage_minus_nonreturn,regime,max_r,final_damage,r_core,r_boundary
N,5.0,0.9821428571428571,0.0,0.1,2.48,2.46,0.020000000000000018,nonreturn-before-damage,6.625388487233085,12.130614105856422,2.0440081275108737,2.7461280628963545
N,5.0,1.0857142857142856,0.0,0.1,2.35,2.34,0.010000000000000231,nonreturn-before-damage,7.050505316812541,14.498552814512209,2.0440081275108737,2.7461280628963545
N,5.0,1.1892857142857143,0.0,0.1,2.22,2.21,0.010000000000000231,nonreturn-before-damage,7.449805786128606,16.957577059168898,2.0440081275108737,2.7461280628963545
N,5.0,1.292857142857143,0.0,0.1,2.09,2.09,0.0,coupled,7.824707599985706,19.48726993342028,2.0440081275108737,2.7461280628963545
N,5.0,1.3964285714285714,0.0,0.1,1.96,1.97,-0.010000000000000009,damage-before-nonreturn,8.1764315078321,22.06742925808906,2.0440081275108737,2.7461280628963545
N,5.0,1.5,0.0,0.1,1.84,1.85,-0.010000000000000009,damage-before-nonreturn,8.506084753057008,24.679074227519553,2.0440081275108737,2.7461280628963545
B,0.1,0.05,0.0,0.1,,,,no-transition,0.012447727060748388,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.15357142857142858,0.0,0.1,,,,no-transition,0.031830783238028265,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.2571428571428571,0.0,0.1,,,,no-transition,0.04603244213740738,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.3607142857142857,0.0,0.1,,,,no-transition,0.056955697195468995,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.46428571428571425,0.0,0.1,,,,no-transition,0.0656052376580933,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.5678571428571428,0.0,0.1,,,,no-transition,0.07260411347922725,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.6714285714285715,0.0,0.1,,,,no-transition,0.0783607774566983,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.775,0.0,0.1,,,,no-transition,0.08315977345451017,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.8785714285714286,0.0,0.1,,,,no-transition,0.0872028719592704,0.0,1.1633277891207596,1.873688731150417
B,0.1,0.9821428571428571,0.0,0.1,,,,no-transition,0.09064077807749775,0.0,1.1633277891207596,1.873688731150417
B,0.1,1.0857142857142856,0.0,0.1,,,,no-transition,0.09358345043079172,0.0,1.1633277891207596,1.873688731150417
B,0.1,1.1892857142857143,0.0,0.1,,,,no-transition,0.09611671104641205,0.0,1.1633277891207596,1.873688731150417
B,0.1,1.292857142857143,0.0,0.1,,,,no-transition,0.09830751713373227,0.0,1.1633277891207596,1.873688731150417
B,0.1,1.3964285714285714,0.0,0.1,,,,no-transition,0.1002104898707946,0.0,1.1633277891207596,1.873688731150417
B,0.1,1.5,0.0,0.1,,,,no-transition,0.10186964649379078,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.05,0.0,0.1,,,,no-transition,0.056148646091696966,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.15357142857142858,0.0,0.1,,,,no-transition,0.1449240362540998,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.2571428571428571,0.0,0.1,,,,no-transition,0.21182171896971072,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.3607142857142857,0.0,0.1,,,,no-transition,0.26480991647942104,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.46428571428571425,0.0,0.1,,,,no-transition,0.3080372444160864,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.5678571428571428,0.0,0.1,,,,no-transition,0.34404659295912543,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.6714285714285715,0.0,0.1,,,,no-transition,0.37450348145198104,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.775,0.0,0.1,,,,no-transition,0.40058402105364793,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.8785714285714286,0.0,0.1,,,,no-transition,0.4231392531856105,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,0.9821428571428571,0.0,0.1,,,,no-transition,0.4428021714942269,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,1.0857142857142856,0.0,0.1,,,,no-transition,0.46003582205730836,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,1.1892857142857143,0.0,0.1,,,,no-transition,0.4752092974663739,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,1.292857142857143,0.0,0.1,,,,no-transition,0.4886142843281322,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,1.3964285714285714,0.0,0.1,,,,no-transition,0.5004908789421111,0.0,1.1633277891207596,1.873688731150417
B,0.45000000000000007,1.5,0.0,0.1,,,,no-transition,0.5110407572375368,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.05,0.0,0.1,,,,no-transition,0.10001014260628195,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.15357142857142858,0.0,0.1,,,,no-transition,0.2600376210813816,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.2571428571428571,0.0,0.1,,,,no-transition,0.38307535933004494,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.3607142857142857,0.0,0.1,,,,no-transition,0.4826680990672095,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.46428571428571425,0.0,0.1,,,,no-transition,0.5656352533358077,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.5678571428571428,0.0,0.1,,,,no-transition,0.6361742495034235,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.6714285714285715,0.0,0.1,,,,no-transition,0.6970345703983123,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.775,0.0,0.1,,,,no-transition,0.7501529182054621,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.8785714285714286,0.0,0.1,,,,no-transition,0.7969458013914346,0.0,1.1633277891207596,1.873688731150417
B,0.8,0.9821428571428571,0.0,0.1,,,,no-transition,0.8384493189095397,0.0,1.1633277891207596,1.873688731150417
B,0.8,1.0857142857142856,0.0,0.1,,,,no-transition,0.875455023712572,0.0,1.1633277891207596,1.873688731150417
B,0.8,1.1892857142857143,0.0,0.1,,,,no-transition,0.9085660558318465,0.0,1.1633277891207596,1.873688731150417
B,0.8,1.292857142857143,0.0,0.1,,,,no-transition,0.9382665710556365,0.0,1.1633277891207596,1.873688731150417
B,0.8,1.3964285714285714,0.0,0.1,,,,no-transition,0.9649584279904332,0.0,1.1633277891207596,1.873688731150417
B,0.8,1.5,0.0,0.1,,,,no-transition,0.9889896322065046,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.05,0.0,0.1,,,,no-transition,0.1440053030778199,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.15357142857142858,0.0,0.1,,,,no-transition,0.3767496714373583,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.2571428571428571,0.0,0.1,,,,no-transition,0.5587779922653352,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.3607142857142857,0.0,0.1,,,,no-transition,0.7085915326218962,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.46428571428571425,0.0,0.1,,,,no-transition,0.8355525007549813,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.5678571428571428,0.0,0.1,,,,no-transition,0.9452413534692092,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.6714285714285715,0.0,0.1,,,,no-transition,1.041353177815991,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.775,0.0,0.1,,,,no-transition,1.1265105625221719,0.0,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.8785714285714286,0.0,0.1,,,,no-transition,1.2026038856063588,0.015662477565435325,1.1633277891207596,1.873688731150417
B,1.1500000000000001,0.9821428571428571,0.0,0.1,,,,no-transition,1.271043370598119,0.07603701788637421,1.1633277891207596,1.873688731150417
B,1.1500000000000001,1.0857142857142856,0.0,0.1,4.11,,,damage-only,1.332868115634231,0.15954094426759147,1.1633277891207596,1.873688731150417
B,1.1500000000000001,1.1892857142857143,0.0,0.1,3.91,,,damage-only,1.3889009597966775,0.25881318383538193,1.1633277891207596,1.873688731150417
B,1.1500000000000001,1.292857142857143,0.0,0.1,3.7800000000000002,,,damage-only,1.439762197837425,0.36959200658273267,1.1633277891207596,1.873688731150417
B,1.1500000000000001,1.3964285714285714,0.0,0.1,3.67,,,damage-only,1.48599178629385,0.4888385656369587,1.1633277891207596,1.873688731150417
B,1.1500000000000001,1.5,0.0,0.1,3.58,,,damage-only,1.5280521801196596,0.6142148435118013,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.05,0.0,0.1,,,,no-transition,0.18811832732457923,0.0,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.15357142857142858,0.0,0.1,,,,no-transition,0.4948671806757632,0.0,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.2571428571428571,0.0,0.1,,,,no-transition,0.7382690956882962,0.0,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.3607142857142857,0.0,0.1,,,,no-transition,0.9414735295740055,0.0,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.46428571428571425,0.0,0.1,,,,no-transition,1.116060980250815,0.0,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.5678571428571428,0.0,0.1,,,,no-transition,1.2689074472626827,0.05010163071962628,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.6714285714285715,0.0,0.1,3.8000000000000003,,,damage-only,1.404548290748644,0.19002700998373018,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.775,0.0,0.1,3.61,,,damage-only,1.5261959098307576,0.37964483397510634,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.8785714285714286,0.0,0.1,3.48,,,damage-only,1.6361782958540347,0.6054539427120855,1.1633277891207596,1.873688731150417
B,1.5000000000000002,0.9821428571428571,0.0,0.1,3.37,,,damage-only,1.7361994505949074,0.8592223894897492,1.1633277891207596,1.873688731150417
B,1.5000000000000002,1.0857142857142856,0.0,0.1,3.2600000000000002,,,damage-only,1.8275476763020186,1.134986500349312,1.1633277891207596,1.873688731150417
B,1.5000000000000002,1.1892857142857143,0.0,0.1,3.16,3.8000000000000003,-0.6400000000000001,damage-before-nonreturn,1.9111628656245478,1.4279465629397392,1.1633277891207596,1.873688731150417
B,1.5000000000000002,1.292857142857143,0.0,0.1,3.0700000000000003,3.62,-0.5499999999999998,damage-before-nonreturn,1.9878097134820967,1.7339755188193324,1.1633277891207596,1.873688731150417
B,1.5000000000000002,1.3964285714285714,0.0,0.1,2.97,3.49,-0.52,damage-before-nonreturn,2.058111577988885,2.0495154425165336,1.1633277891207596,1.873688731150417
B,1.5000000000000002,1.5,0.0,0.1,2.88,3.39,-0.5100000000000002,damage-before-nonreturn,2.1226267502020386,2.3714823742612503,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.05,0.0,0.1,,,,no-transition,0.23233790293508585,0.0,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.15357142857142858,0.0,0.1,,,,no-transition,0.614279523884647,0.0,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.2571428571428571,0.0,0.1,,,,no-transition,0.9210581177444086,0.0,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.3607142857142857,0.0,0.1,,,,no-transition,1.1804282001162099,0.002434046005084458,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.46428571428571425,0.0,0.1,3.73,,,damage-only,1.4058590327171994,0.1499365906464626,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.5678571428571428,0.0,0.1,3.49,,,damage-only,1.605408985049569,0.41095332371349047,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.6714285714285715,0.0,0.1,3.36,,,damage-only,1.7843912273200035,0.746702149941507,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.775,0.0,0.1,3.25,3.5700000000000003,-0.3200000000000003,damage-before-nonreturn,1.9465369400566586,1.1388582520471808,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.8785714285714286,0.0,0.1,3.14,3.39,-0.25,damage-before-nonreturn,2.09454793147678,1.575709630668366,1.1633277891207596,1.873688731150417
B,1.8500000000000003,0.9821428571428571,0.0,0.1,3.0300000000000002,3.27,-0.23999999999999977,damage-before-nonreturn,2.230423308036951,2.0487029228243028,1.1633277891207596,1.873688731150417
B,1.8500000000000003,1.0857142857142856,0.0,0.1,2.93,3.16,-0.22999999999999998,damage-before-nonreturn,2.355599826581901,2.5509182767866614,1.1633277891207596,1.873688731150417
B,1.8500000000000003,1.1892857142857143,0.0,0.1,2.82,3.06,-0.2400000000000002,damage-before-nonreturn,2.4711569027439615,3.0763346023746014,1.1633277891207596,1.873688731150417
B,1.8500000000000003,1.292857142857143,0.0,0.1,2.71,2.97,-0.26000000000000023,damage-before-nonreturn,2.577912310364468,3.6193802307975065,1.1633277891207596,1.873688731150417
B,1.8500000000000003,1.3964285714285714,0.0,0.1,2.61,2.88,-0.27,damage-before-nonreturn,2.6765876962332644,4.1750327891177115,1.1633277891207596,1.873688731150417
B,1.8500000000000003,1.5,0.0,0.1,2.5100000000000002,2.79,-0.2799999999999998,damage-before-nonreturn,2.7677693213574877,4.738757730960314,1.1633277891207596,1.873688731150417
B,2.2,0.05,0.0,0.1,,,,no-transition,0.2766552194975309,0.0,1.1633277891207596,1.873688731150417
B,2.2,0.15357142857142858,0.0,0.1,,,,no-transition,0.7347840213666742,0.0,1.1633277891207596,1.873688731150417
B,2.2,0.2571428571428571,0.0,0.1,,,,no-transition,1.1068849413258175,0.0,1.1633277891207596,1.873688731150417
B,2.2,0.3607142857142857,0.0,0.1,3.66,,,damage-only,1.424793349736671,0.14305613467715014,1.1633277891207596,1.873688731150417
B,2.2,0.46428571428571425,0.0,0.1,3.4,,,damage-only,1.7039121019526766,0.4860683278949509,1.1633277891207596,1.873688731150417
B,2.2,0.5678571428571428,0.0,0.1,3.27,3.47,-0.20000000000000018,damage-before-nonreturn,1.9533506578934219,0.9491732536107588,1.1633277891207596,1.873688731150417
B,2.2,0.6714285714285715,0.0,0.1,3.16,3.29,-0.1299999999999999,damage-before-nonreturn,2.1790779437720604,1.5011634499374993,1.1633277891207596,1.873688731150417
B,2.2,0.775,0.0,0.1,3.0500000000000003,3.17,-0.11999999999999966,damage-before-nonreturn,2.3853316348045617,2.1233309207423083,1.1633277891207596,1.873688731150417
B,2.2,0.8785714285714286,0.0,0.1,2.93,3.06,-0.1299999999999999,damage-before-nonreturn,2.5751388822454966,2.802760830726755,1.1633277891207596,1.873688731150417
B,2.2,0.9821428571428571,0.0,0.1,2.82,2.95,-0.13000000000000034,damage-before-nonreturn,2.7507381718101627,3.5296344180496617,1.1633277891207596,1.873688731150417
B,2.2,1.0857142857142856,0.0,0.1,2.71,2.85,-0.14000000000000012,damage-before-nonreturn,2.913713299021942,4.29558916351116,1.1633277891207596,1.873688731150417
B,2.2,1.1892857142857143,0.0,0.1,2.59,2.75,-0.16000000000000014,damage-before-nonreturn,3.0652186756413187,5.092870706026958,1.1633277891207596,1.873688731150417
B,2.2,1.292857142857143,0.0,0.1,2.48,2.65,-0.16999999999999993,damage-before-nonreturn,3.2061214178962043,5.914160254578309,1.1633277891207596,1.873688731150417
B,2.2,1.3964285714285714,0.0,0.1,2.36,2.5500000000000003,-0.1900000000000004,damage-before-nonreturn,3.3371484519000347,6.752492973851777,1.1633277891207596,1.873688731150417
B,2.2,1.5,0.0,0.1,2.25,2.45,-0.20000000000000018,damage-before-nonreturn,3.458940978067565,7.60142678037424,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.05,0.0,0.1,,,,no-transition,0.3210630788800816,0.0,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.15357142857142858,0.0,0.1,,,,no-transition,0.8562700186346971,0.0,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.2571428571428571,0.0,0.1,,,,no-transition,1.2953723363957133,0.041914389625838794,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.3607142857142857,0.0,0.1,3.4,,,damage-only,1.6740236949689526,0.38632471396935747,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.46428571428571425,0.0,0.1,3.25,3.36,-0.10999999999999988,damage-before-nonreturn,2.0093846597557237,0.9324246891977874,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.5678571428571428,0.0,0.1,3.14,3.2,-0.06000000000000005,damage-before-nonreturn,2.3115584152837894,1.6184994628994722,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.6714285714285715,0.0,0.1,3.02,3.08,-0.06000000000000005,damage-before-nonreturn,2.587091938095346,2.4121205392222826,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.775,0.0,0.1,2.91,2.97,-0.06000000000000005,damage-before-nonreturn,2.840717469444136,3.292892381067685,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.8785714285714286,0.0,0.1,2.79,2.86,-0.06999999999999984,damage-before-nonreturn,3.0757253643301263,4.246377876483248,1.1633277891207596,1.873688731150417
B,2.5500000000000003,0.9821428571428571,0.0,0.1,2.67,2.7600000000000002,-0.0900000000000003,damage-before-nonreturn,3.2945990406607333,5.261225745794985,1.1633277891207596,1.873688731150417
B,2.5500000000000003,1.0857142857142856,0.0,0.1,2.54,2.65,-0.10999999999999988,damage-before-nonreturn,3.4989914719407222,6.327336461332736,1.1633277891207596,1.873688731150417
B,2.5500000000000003,1.1892857142857143,0.0,0.1,2.42,2.54,-0.1200000000000001,damage-before-nonreturn,3.6901236469539542,7.4350084805595325,1.1633277891207596,1.873688731150417
B,2.5500000000000003,1.292857142857143,0.0,0.1,2.3000000000000003,2.43,-0.1299999999999999,damage-before-nonreturn,3.868865739113172,8.574731811788526,1.1633277891207596,1.873688731150417
B,2.5500000000000003,1.3964285714285714,0.0,0.1,2.18,2.32,-0.13999999999999968,damage-before-nonreturn,4.035941112567182,9.737269217691882,1.1633277891207596,1.873688731150417
B,2.5500000000000003,1.5,0.0,0.1,2.06,2.22,-0.16000000000000014,damage-before-nonreturn,4.191985790133134,10.913943617566048,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.05,0.0,0.1,,,,no-transition,0.365555414728841,0.0,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.15357142857142858,0.0,0.1,,,,no-transition,0.9787407727628905,0.0,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.2571428571428571,0.0,0.1,3.5100000000000002,,,damage-only,1.486327673340019,0.1613907336519868,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.3607142857142857,0.0,0.1,3.2800000000000002,3.38,-0.09999999999999964,damage-before-nonreturn,1.9276610027066665,0.7015859528895878,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.46428571428571425,0.0,0.1,3.15,3.18,-0.03000000000000025,damage-before-nonreturn,2.3216202151961136,1.4685657730009976,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.5678571428571428,0.0,0.1,3.04,3.06,-0.020000000000000018,damage-before-nonreturn,2.6790296551624495,2.3997086709753837,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.6714285714285715,0.0,0.1,2.92,2.95,-0.03000000000000025,damage-before-nonreturn,3.0071907216462814,3.460295219549569,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.775,0.0,0.1,2.8000000000000003,2.84,-0.03999999999999959,damage-before-nonreturn,3.3111309766067807,4.627953616750599,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.8785714285714286,0.0,0.1,2.67,2.72,-0.050000000000000266,damage-before-nonreturn,3.5944300981500112,5.886492597674193,1.1633277891207596,1.873688731150417
B,2.9000000000000004,0.9821428571428571,0.0,0.1,2.5500000000000003,2.61,-0.05999999999999961,damage-before-nonreturn,3.8597552435921147,7.222856280307626,1.1633277891207596,1.873688731150417
B,2.9000000000000004,1.0857142857142856,0.0,0.1,2.42,2.49,-0.07000000000000028,damage-before-nonreturn,4.108882663645904,8.625022457719767,1.1633277891207596,1.873688731150417
B,2.9000000000000004,1.1892857142857143,0.0,0.1,2.29,2.38,-0.08999999999999986,damage-before-nonreturn,4.342980474278816,10.081081773283836,1.1633277891207596,1.873688731150417
B,2.9000000000000004,1.292857142857143,0.0,0.1,2.16,2.2600000000000002,-0.10000000000000009,damage-before-nonreturn,4.562969588763692,11.578982964939271,1.1633277891207596,1.873688731150417
B,2.9000000000000004,1.3964285714285714,0.0,0.1,2.0300000000000002,2.15,-0.11999999999999966,damage-before-nonreturn,4.769479911656242,13.106813996440618,1.1633277891207596,1.873688731150417
B,2.9000000000000004,1.5,0.0,0.1,1.9100000000000001,2.04,-0.1299999999999999,damage-before-nonreturn,4.963143199673712,14.65332983809784,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.05,0.0,0.1,,,,no-transition,0.41012700170116606,0.0,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.15357142857142858,0.0,0.1,,,,no-transition,1.1021305883963124,0.0,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.2571428571428571,0.0,0.1,3.36,,,damage-only,1.6795223623072453,0.3282543238976551,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.3607142857142857,0.0,0.1,3.2,3.21,-0.009999999999999787,damage-before-nonreturn,2.1853934818515897,1.0772229173598231,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.46428571428571425,0.0,0.1,3.08,3.08,0.0,coupled,2.6399600572381536,2.0835890595496105,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.5678571428571428,0.0,0.1,2.96,2.97,-0.010000000000000231,damage-before-nonreturn,3.055003741107982,3.2817447482330904,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.6714285714285715,0.0,0.1,2.84,2.85,-0.010000000000000231,damage-before-nonreturn,3.438237505405944,4.634303970637765,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.775,0.0,0.1,2.71,2.73,-0.020000000000000018,damage-before-nonreturn,3.795146042991848,6.116727815839032,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.8785714285714286,0.0,0.1,2.58,2.62,-0.040000000000000036,damage-before-nonreturn,4.129592462481628,7.710938956348875,1.1633277891207596,1.873688731150417
B,3.2500000000000004,0.9821428571428571,0.0,0.1,2.45,2.49,-0.040000000000000036,damage-before-nonreturn,4.4442900737032565,9.402053391116345,1.1633277891207596,1.873688731150417
B,3.2500000000000004,1.0857142857142856,0.0,0.1,2.31,2.37,-0.06000000000000005,damage-before-nonreturn,4.7411349861442345,11.17588837746917,1.1633277891207596,1.873688731150417
B,3.2500000000000004,1.1892857142857143,0.0,0.1,2.18,2.25,-0.06999999999999984,damage-before-nonreturn,5.021297983455851,13.018060804297383,1.1633277891207596,1.873688731150417
B,3.2500000000000004,1.292857142857143,0.0,0.1,2.04,2.13,-0.08999999999999986,damage-before-nonreturn,5.285595132179479,14.913636811542208,1.1633277891207596,1.873688731150417
B,3.2500000000000004,1.3964285714285714,0.0,0.1,1.9100000000000001,2.0100000000000002,-0.10000000000000009,damage-before-nonreturn,5.534641251958485,16.84768982434971,1.1633277891207596,1.873688731150417
B,3.2500000000000004,1.5,0.0,0.1,1.79,1.8900000000000001,-0.10000000000000009,damage-before-nonreturn,5.76899135441496,18.80597403224437,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.05,0.0,0.1,,,,no-transition,0.4547732653176336,0.0,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.15357142857142858,0.0,0.1,,,,no-transition,1.2262944922001433,0.010067868886109008,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.2571428571428571,0.0,0.1,3.2800000000000002,3.4,-0.11999999999999966,damage-before-nonreturn,1.8748104178860074,0.5340876063346188,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.3607142857142857,0.0,0.1,3.14,3.13,0.010000000000000231,nonreturn-before-damage,2.4468117932669435,1.5062376864310554,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.46428571428571425,0.0,0.1,3.02,3.0100000000000002,0.009999999999999787,nonreturn-before-damage,2.9638914246797543,2.770343808333646,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.5678571428571428,0.0,0.1,2.9,2.89,0.009999999999999787,nonreturn-before-damage,3.4386213966315036,4.257203809008616,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.6714285714285715,0.0,0.1,2.77,2.77,0.0,coupled,3.8793070880266365,5.926456004175558,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.775,0.0,0.1,2.64,2.65,-0.009999999999999787,damage-before-nonreturn,4.291627600041988,7.751201076840756,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.8785714285714286,0.0,0.1,2.5,2.5300000000000002,-0.03000000000000025,damage-before-nonreturn,4.679724756514563,9.71148652052624,1.1633277891207596,1.873688731150417
B,3.6000000000000005,0.9821428571428571,0.0,0.1,2.36,2.4,-0.040000000000000036,damage-before-nonreturn,5.046463246692992,11.790293377103342,1.1633277891207596,1.873688731150417
B,3.6000000000000005,1.0857142857142856,0.0,0.1,2.22,2.27,-0.04999999999999982,damage-before-nonreturn,5.393773547675211,13.971228498115277,1.1633277891207596,1.873688731150417
B,3.6000000000000005,1.1892857142857143,0.0,0.1,2.08,2.14,-0.06000000000000005,damage-before-nonreturn,5.722769862263217,16.237072728047618,1.1633277891207596,1.873688731150417
B,3.6000000000000005,1.292857142857143,0.0,0.1,1.94,2.0100000000000002,-0.07000000000000028,damage-before-nonreturn,6.034221986216539,18.569688288999135,1.1633277891207596,1.873688731150417
B,3.6000000000000005,1.3964285714285714,0.0,0.1,1.81,1.8900000000000001,-0.08000000000000007,damage-before-nonreturn,6.328610422582585,20.95074150662767,1.1633277891207596,1.873688731150417
B,3.6000000000000005,1.5,0.0,0.1,1.68,1.77,-0.09000000000000008,damage-before-nonreturn,6.606448248515396,23.362664600633035,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.05,0.0,0.1,,,,no-transition,0.49949015037821254,0.0,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.15357142857142858,0.0,0.1,,,,no-transition,1.3511728268547911,0.053595927503971554,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.2571428571428571,0.0,0.1,3.22,3.21,0.010000000000000231,nonreturn-before-damage,2.071956718741854,0.7739816011907017,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.3607142857142857,0.0,0.1,3.09,3.0700000000000003,0.019999999999999574,nonreturn-before-damage,2.7115996272688383,1.983832826926165,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.46428571428571425,0.0,0.1,2.97,2.95,0.020000000000000018,nonreturn-before-damage,3.292964042128735,3.523867631773682,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.5678571428571428,0.0,0.1,2.85,2.83,0.020000000000000018,nonreturn-before-damage,3.8293600726668005,5.320779358452074,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.6714285714285715,0.0,0.1,2.71,2.71,0.0,coupled,4.329519698992724,7.331149269657323,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.775,0.0,0.1,2.58,2.58,0.0,coupled,4.799462627745182,9.525591716337287,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.8785714285714286,0.0,0.1,2.44,2.45,-0.010000000000000231,damage-before-nonreturn,5.243541257257273,11.882017175627597,1.1633277891207596,1.873688731150417
B,3.9500000000000006,0.9821428571428571,0.0,0.1,2.29,2.32,-0.029999999999999805,damage-before-nonreturn,5.6647422404478585,14.381323390254476,1.1633277891207596,1.873688731150417
B,3.9500000000000006,1.0857142857142856,0.0,0.1,2.15,2.18,-0.03000000000000025,damage-before-nonreturn,6.065014522719595,17.004549322564156,1.1633277891207596,1.873688731150417
