element,A,sigma,k_memory,damage_threshold,first_damage,first_nonreturn,delta_damage_minus_nonreturn,regime,max_r,final_damage,r_core,r_boundary
O,1.8500000000000003,0.9821428571428571,0.0,0.1,3.97,,,damage-only,2.05253386391668,0.18099861969006945,1.8281943454140903,3.4663242049803253
O,1.8500000000000003,1.0857142857142856,0.0,0.1,3.7800000000000002,,,damage-only,2.1530503516730737,0.3349880592496198,1.8281943454140903,3.4663242049803253
O,1.8500000000000003,1.1892857142857143,0.0,0.1,3.65,,,damage-only,2.2442011214938073,0.5130213106197615,1.8281943454140903,3.4663242049803253
O,1.8500000000000003,1.292857142857143,0.0,0.1,3.54,,,damage-only,2.3270257716189535,0.7088772457588687,1.8281943454140903,3.4663242049803253
O,1.8500000000000003,1.3964285714285714,0.0,0.1,3.45,,,damage-only,2.4023669143831845,0.9178862092580642,1.8281943454140903,3.4663242049803253
O,1.8500000000000003,1.5,0.0,0.1,3.36,,,damage-only,2.470961101557871,1.1363880629237242,1.8281943454140903,3.4663242049803253
O,2.2,0.05,0.0,0.1,,,,no-transition,0.2757907974124618,0.0,1.8281943454140903,3.4663242049803253
O,2.2,0.15357142857142858,0.0,0.1,,,,no-transition,0.7243776944556051,0.0,1.8281943454140903,3.4663242049803253
O,2.2,0.2571428571428571,0.0,0.1,,,,no-transition,1.0789753048212336,0.0,1.8281943454140903,3.4663242049803253
O,2.2,0.3607142857142857,0.0,0.1,,,,no-transition,1.3738677782750843,0.0,1.8281943454140903,3.4663242049803253
O,2.2,0.46428571428571425,0.0,0.1,,,,no-transition,1.6263014222509624,0.0,1.8281943454140903,3.4663242049803253
O,2.2,0.5678571428571428,0.0,0.1,,,,no-transition,1.846475513089868,0.002929849722361014,1.8281943454140903,3.4663242049803253
O,2.2,0.6714285714285715,0.0,0.1,3.94,,,damage-only,2.0412449541481124,0.12797921671219606,1.8281943454140903,3.4663242049803253
O,2.2,0.775,0.0,0.1,3.66,,,damage-only,2.2153602031004134,0.3400190486238427,1.8281943454140903,3.4663242049803253
O,2.2,0.8785714285714286,0.0,0.1,3.5100000000000002,,,damage-only,2.3722729728475325,0.6081660912282165,1.8281943454140903,3.4663242049803253
